english;polish
turbulent;burzliwy
turf;darń
turgid;napuszony
Turk;Turek
Turkey;Turcja
turkey;indyk
Turkish;turecki
turmoil;niepokój
turning;przecznica
turnip;rzepa
turnout;frekwencja
turnover;fluktuacja kadr
turntable;talerz gramofonu
turn-up;mankiet
turpentine;terpentyna
turquoise;turkusowy
turret;wieżyczka
turtle;żółw
turtleneck;golf
tusk;kieł
tussle;szamotać się
tut;no no
tutor;nauczyciel
tutorial;seminarium
tuxedo;smoking
TV;TV
twaddle;bzdury
twang;brzęk
tweed;tweed
tweet;ćwierkać
tweezers;pinceta
twelfth;dwunasty
twelve;dwanaście
twentieth;dwudziesty
twenty;dwadzieścia
twice;dwa razy
twiddle;kręcić
twig;gałązka
twilight;zmierzch
twin;bliźniak
twine;sznur
twinge;szarpiący ból
twinkle;mrugać
twirl;kręcić się
twist;wykręcać się
twit;dureń
twitch;tik
twitter;ćwierkać
two;dwa
two-faced;dwulicowy
two-way;dwustronny
tycoon;magnat
type;rodzaj
typecast;grać zawsze ten sam typ postaci
typewriter;maszyna do pisania
typewritten;napisane na maszynie
typhoid;tyfus
typhoon;tajfun
typhus;tyfus
typical;typowy
typically;zazwyczaj
typify;uosabiać
typist;maszynistka
tyrannical;tyrański
tyranny;tyrania
tyrant;tyran
tyre;opona
ubiquitous;wszechobecny
udder;wymię
Uganda;Uganda
Ugandan;ugandyjski
ugly;brzydki
Ukrainian;ukraiński
ulcer;wrzód
ult.;ubiegłego miesiąca
ulterior;dalszy
ultimate;ostateczny
ultimately;ostatecznie
ultimatum;ultimatum
ultraviolet;ultrafioletowy
umbilical cord;pępowina
umbrella;parasol
umpire;sędzia
umpteen;tysiąc
UN;ONZ
unabashed;nie zbity z tropu
unabated;nie słabnący
unable;nie potrafić zrobić czegoś
unacceptable;nie do przyjęcia
unaccompanied;bez opieki
unaccountable;nie wyjaśniony
unaccustomed;nieprzywykły
unanimous;jednogłośny
unarmed;nieuzbrojony
unassuming;bezpretensjonalny
unattached;nie związany
unattended;bez opieki
unauthorized;nieupoważniony
unavoidable;nie do uniknięcia
unaware;być nieświadomym czegoś
unawares;zastawać kogoś nieprzygotowanym
unbearable;nie do zniesienia
unbeatable;nie do pokonania
unbelievable;niewiarygodny
unborn;nienarodzony
unbounded;bezgraniczny
unbroken;bez zakłóceń
unbutton;rozpinać
uncalled-for;nieproszony
uncanny;zadziwiający
unceasing;nieustanny
unceremonious;bezceremonialny
uncertain;niepewny
uncertainty;niepewność
unchallenged;niekwestionowalny
unchecked;niepohamowany
uncivilized;barbarzyński
uncle;wujek
unclear;niejasny
uncomfortable;niewygodny
uncommitted;neutralny
uncommon;niepospolity
uncomprehending;nie pojmujący
uncompromising;bezkompromisowy
unconcerned;niezainteresowany
unconditional;bezwarunkowy
unconscious;nieprzytomny
uncontrolled;niekontrolowany
uncork;odkorkować
uncountable;niepoliczalny
uncouth;nieokrzesany
uncover;odkrywać
undaunted;niezastraszony
undecided;niezdecydowany
undeniable;niezaprzeczalny
undercarriage;podwozie
underclothes;bielizna
undercover;tajny
undercurrent;ukryty nurt
undercut;sprzedawać taniej
underdeveloped;słabo rozwinięty
underdog;słabsza strona
underdone;niedopieczony
underestimate;niedoceniać
underfed;niedożywiony
underfoot;pod stopami
undergo;przechodzić
undergraduate;student
underground;podziemny
undergrowth;poszycie
underhand;potajemny
underlie;znajdować się u podstaw
underline;podkreślać
underling;podwładny
undermine;podkopywać
underneath;pod
underpaid;niedopłacany
underpants;majtki
underpass;przejście podziemne
underprivileged;upośledzony
underrate;nie doceniać
undershirt;podkoszulek
underside;spód
understaffed;mieć za mało personelu
understand;rozumieć
understandable;zrozumiały
understanding;rozumienie
understatement;niedomówienie
understudy;dubler
undertake;podejmować się
undertaker;przedsiębiorca pogrzebowy
undertaking;przedsięwzięcie
undertone;nuta
undervalue;niedoceniać
underwater;podwodny
underway;być w trakcie
underwear;bielizna
underweight;niedowaga
underworld;podziemie
underwriter;agent ubezpieczeniowy
undesirable;niepożądany
undies;bielizna
undo;rozwiązywać
undoing;klęska
undone;rozwiązany
undoubted;niezaprzeczalny
undress;rozbierać się
undue;nadmierny
undulate;falować
unduly;nadmiernie
unearth;odkopywać
unearthly;nieziemski
unease;niepokój
uneasy;niespokojny
unemployed;bezrobotny
unemployment;bezrobocie
unending;nie kończący się
unequivocal;niedwuznaczny
unerring;nieomylny
uneven;nierówny
uneventful;jednostajny
unexpected;niespodziewany
unfailing;niezawodny
unfair;niesprawiedliwy
unfaithful;niewierny
unfamiliar;nieznajomy
unfasten;rozpinać
unfavourable;niekorzystny
unfeeling;nieczuły
unfit;nie w formie
unfold;rozwijać się
unforeseen;nieprzewidziany
unforgettable;niezapomniany
unforgivable;niewybaczalny
unfortunate;nieszczęśliwy
unfounded;bezpodstawny
unfriendly;nieprzyjazny
unfurnished;nie umeblowany
ungainly;niezgrabny
unhappy;nieszczęśliwy
unharmed;nienaruszony
unhealthy;niezdrowy
unheard-of;niesłychany
UNICEF;Fundusz Narodów Zjednoczonych Pomocy Dzieciom
unicorn;jednorożec
unification;zjednoczenie
uniform;mundur
uniformity;ujednolicenie
unify;jednoczyć
unilateral;jednostronny
uninhabitable;nie nadający się do zamieszkania
uninhabited;niezamieszkany
unique;unikalny
unisex;obupłciowy
unison;zgodnie
unit;jednostka
Unitarian;unitariański
unite;jednoczyć się
unity;jedność
univ.;uniwersytet
universal;powszechny
universe;wszechświat
university;uniwersytet
unjust;niesprawiedliwy
unjustified;niezrozumiały
unkempt;źle utrzymany
unkind;niedobry
unknown;nieznany
unlawful;bezprawny
unleaded;bezołowiowy
unleash;uwalniać
unless;jeżeli nie
unlike;w przeciwieństwie do
unlikely;nieprawdopodobny
unlit;niezapalony
unload;wyładowywać
unlock;otwierać
unlucky;pechowy
unmade;nieposłany
unmarked;nieoznaczony
unmistakable;łatwy do poznania
unmitigated;niepoprawny
unnecessary;zbędny
unnerve;odbierać odwagę
unnoticed;niezauważony
UNO;ONZ
unobtrusive;nie narzucający się
unofficial;nieoficjalny
unorthodox;nieortodoksyjny
unpack;rozpakowywać
unpaid;bezpłatny
unpalatable;nie do przełknięcia
unparalleled;niezrównany
unpleasant;nieprzyjemny
unplug;wyłączać z sieci
unprecedented;bezprecedensowy
unpredictable;nie do przewidzenia
unprofitable;niezyskowny
unqualified;niewykwalifikowany
unquestionable;niekwestionowany
unravel;rozplątywać się
unreal;nierealny
unrealistic;nierealistyczny
unreasonable;nierozsądny
unrecognizable;nierozpoznawalny
unrelated;nie związany
unrelenting;nieustanny
unreliable;nieodpowiedzialny
unremitting;nieustanny
unreserved;całkowity
unrest;niepokój
unrewarding;nie dający satysfakcji
unripe;niedojrzały
unrivalled;niezrównany
unroll;rozwijać
unruly;nieposłuszny
unsafe;niebezpieczny
unsatisfactory;niezadowalający
unsavoury;odrażający
unscathed;nie draśnięty
unscrew;odkręcać
unscrupulous;bez skrupułów
unseen;nie widziany
unsettled;nieustabilizowany
unshakable;niezachwiany
unshaven;nieogolony
unsightly;nieładny
unskilled;niewykwalifikowany
unsophisticated;nieskomplikowany
unsound;błędny
unspeakable;niewypowiedziany
unspecified;niewyszczególniony
unstable;niestabilny
unsteady;niepewny
unsuccessful;nieudany
unsuitable;nieodpowiedni
unsuited;nieodpowiedni
unsure;niepewny
unsympathetic;nieczuły
untangle;rozplątywać
untapped;nienaruszony
untenable;nie do obrony
unthinkable;nie do pomyślenia
untidy;niechlujny
untie;rozwiązywać
until;aż do
untimely;przedwczesny
untold;niewypowiedziany
untoward;niekorzystny
untranslatable;nieprzetłumaczalny
untreated;nieleczony
unused;nieużywany
unusual;niezwykły
unusually;niezwykle
unveil;odsłonić
unwary;nieostrożny
unwelcome;nieproszony
unwell;chory
unwieldy;nieporęczny
unwilling;niechętny
unwind;odprężyć się
unwise;niemądry
unwitting;bezwolny
unworkable;niepraktyczny
unworthy;niegodny
unwrap;rozpakowywać
unwritten;niepisany
unzip;rozpinać
up-and-coming;wybijający się w górę
upbringing;wychowanie
update;modernizować
upheaval;niepokój
uphill;do góry
uphold;podtrzymywać
upholstered;tapicerowany
upholstery;tapicerka
upkeep;koszty utrzymania
upland;wysoko położony
upon;na
upper;górny
uppermost;najwyższy
upright;wyprostowany
uprising;powstanie
uproar;wrzawa
uproot;wykorzeniać się
upshot;wynik
upstairs;na górę
upstart;nowicjusz
upstream;w górę rzeki
upsurge;wzrost
uptake;szybko coś łapać
uptight;spięty
up-to-date;nowoczesny
uptown;od centrum śródmieścia
upturn;hossa
upturned;zadarty
upward;górny
upwards;do góry
uranium;uran
urban;miejski
urbane;kurtuazyjny
urchin;łobuz
urge;popęd
urgency;nagła potrzeba
urgent;pilny
urinal;pisuar
urinate;oddawać mocz
urine;mocz
urn;urna
Uruguay;Urugwaj
Uruguayan;urugwajski
usable;zdatny do użycia
USAF;siły powietrzne USA
usage;użycie języka
useful;użyteczny
useless;bezużyteczny
user;użytkownik
usher;prowadzić na miejsce
usherette;bileterka
USN;marynarka USA
USS;statek USA
USSR;ZSRR
usual;zwyczajny
usually;zazwyczaj
usurer;lichwiarz
usurp;uzurpować
usury;lichwa
Utah;Utah
utensil;przybór
uterus;macica
utilitarian;użytkowy
utility;użyteczność
utilize;posiłkować się
utmost;najwyższy
utopia;utopia
utopian;utopijny
utter;wypowiadać
utterance;wypowiedź
U-turn;zawrócenie samochodu
vacancy;wolne stanowisko
vacant;wolny
vacate;zwalniać
vacation;wakacje
vaccinate;szczepić
vaccination;szczepienie
vaccine;szczepionka
vacuum;próżnia
vagina;pochwa
vaginal;dopochwowy
vagrant;włóczęga
vague;mętny
vain;próżny
valentine;kartka z życzeniami na św. Walentego
valet;lokaj
valiant;bohaterski
valid;ważny
validate;potwierdzać
validity;ważność
valley;dolina
valour;bohaterstwo
valuable;cenny
valuation;wycena
value;wartość
value-added tax;podatek od wartości dodanej
valued;ceniony
valueless;bezwartościowy
valve;zawór
vampire;wampir
van;furgonetka
vandal;wandal
vandalism;wandalizm
vandalize;niszczyć po chuligańsku
vanguard;awangarda
vanilla;wanilia
vanish;znikać
vanity;próżność
vanquish;pokonywać doszczętnie
vantage point;dobry punkt obserwacyjny
vapour;para
variability;zmienność
variable;zmienny
variance;kłócić się z czymś
variant;wariant
varicose veins;żylaki
varied;różnorodny
variegated;różnokolorowy
variety;różnorodność
various;różnorodny
variously;rozmaicie
varnish;pokost
vary;różnić się
vase;wazon
vast;ogromny
vastly;ogromnie
VAT;VAT
vat;beczka
vault;skarbiec
VCR;magnetowid
VD;choroba weneryczna
VDU;monitor
veal;cielęcina
veer;zbaczać nagle
vegetable;jarzyna
vegetarian;jarosz
vegetate;wegetować
vegetation;roślinność
vehemence;zaciekłość
vehement;gwałtowny
vehicle;pojazd
veil;welon
veiled;zawoalowany
vein;żyła
velocity;prędkość
velvet;aksamit
velvety;aksamitny
ven.;czcigodny
vending machine;automat
vendor;sprzedawca
veneer;warstwa
venerable;czcigodny
venereal;weneryczny
venetian blind;żaluzja nastawna
Venezuela;Wenezuela
Venezuelan;wenezuelski
vengeful;mściwy
venison;dziczyzna
venom;jad
venomous;jadowity
vent;otwór wentylacyjny
ventilate;wentylować
ventilation;wentylacja
ventilator;wywietrznik
ventriloquist;brzuchomówca
venture;ryzykowne przedsięwzięcie
venue;miejsce
veranda;weranda
verb;czasownik
verbal;werbalny
verbatim;dosłowny
verbose;rozwlekły
verdict;werdykt
verification;sprawdzenie
verify;sprawdzać
veritable;prawdziwy
vermin;szkodnik
Vermont;Vermont
vermouth;wermut
vernacular;dialekt
versatile;wszechstronny
verse;wiersz
versed;wykształcony
version;wersja
versus;przeciw
vertebra;krąg
vertebrate;kręgowiec
vertical;pionowy
vertigo;zawrót głowy
verve;werwa
very;bardzo
vest;podkoszulek
vested;nabyty
vestibule;westybul
vestige;ślad
vestry;zakrystia
vet;weterynarz
veteran;weteran
veterinarian;weterynarz
veterinary;weterynaryjny
veto;weto
vex;irytować
vexed;zirytowany
VHF;UKF
via;przez
viable;możliwy do wykonania
viaduct;wiadukt
vibrant;dynamiczny
vibrate;wibrować
vibration;drganie
vicar;wikariusz
vicarage;wikariat
vicarious;pośredni
vice;wada
vice-;wice
vicinity;bliskość
vicious;podstępny
victim;ofiara
victimize;represjonować
victor;zwycięzca
Victorian;wiktoriański
victorious;zwycięski
victory;zwycięstwo
video;video
vie;rywalizować
Vienna;Wiedeń
Vietnam;Wietnam
Vietnamese;wietnamski
view;pogląd
viewer;widz
viewfinder;wizjer
viewpoint;punkt widzenia
vigil;czuwanie
vigilant;czujny
vigorous;energiczny
vigour;energia
vile;niegodziwy
villa;willa
village;wioska
villager;wieśniak
villain;łotr
Vilnius;Wilno
vindicate;rekompensować
vindictive;mściwy
vine;latorośl
vinegar;ocet
vineyard;winnica
vintage;z najlepszego okresu
vinyl;winylowy
viola;wiola
violate;gwałcić
violence;przemoc
violent;gwałtowny
violet;fiołek
violin;skrzypce
violinist;skrzypek
VIP;bardzo ważna osoba
viper;żmija
virgin;dziewica
Virginia;Wirginia
Virgo;Panna
virile;męski
virtual;faktyczny
virtually;właściwie
virtue;cnota
virtuoso;wirtuoz
virtuous;cnotliwy
virulent;jadowity
virus;wirus
visa;wiza
visibility;widoczność
visible;widoczny
vision;obraz
visionary;wizjoner
visit;odwiedzać
visitor;gość
visor;przyłbica
vista;obraz
Vistula;Wisła
visual;wzrokowy
visualize;unaoczniać sobie
vital;niezbędny
vitamin;witamina
vitiate;psuć
viva;egzamin ustny
vivacious;żywy
vivid;żywy
viz.;tzn.
vocabulary;słownictwo
vocal;rozgłośny
vocalist;wokalista
vocation;powołanie
vocational;zawodowy
vociferous;krzykliwy
vodka;wódka
vogue;moda
voice;głos
vol.;tom
volatile;lotny
volcanic;wulkaniczny
volcano;wulkan
volition;z własnej woli
volley;salwa
volleyball;siatkówka
volt;wolt
voltage;napięcie
volte-face;radykalny zwrot
voluble;wymowny
volume;książka
voluminous;obszerny
voluntary;ochotniczy
volunteer;ochotnik
voluptuous;ponętny
vomit;zwracać
voracious;żarłoczny
vortex;wir
vote;głos
voter;wyborca
vouch for;ręczyć
voucher;bon
vow;ślubować
vowel;samogłoska
voyage;podróż morska
voyager;podróżnik
VP;wiceprezes
vs.;przeciw
vulgar;wulgarny
vulnerable;wrażliwy
vulture;sęp
W;zachód
w.;tydzień
wad;plik
waddle;kiwać się jak kaczka
wade;brodzić
wafer;wafel
waffle;gofr
waft;snuć się
wag;machać
wage;zarobek
wager;zakład
waggle;ruszać się
wail;zawodzić
waist;talia
waistband;pasek
waistcoat;kamizelka
waistline;obwód pasa
wait;czekać
waiter;kelner
waiting;oczekiwanie
waitress;kelnerka
waive;uchylać
wake;budzić się
waken;budzić się
Wales;Walia
walk;chodzić
walkabout;wychodzić do ludzi
walker;spacerowicz
walkie-talkie;radiotelefon
walking;chodzenie
walkout;strajk
walkover;walkower
walkway;droga dla pieszych
wall;ściana
walled;otoczony murem
wallet;portfel
wallop;łupnąć
wallow;oddawać się
wallpaper;tapeta
walnut;orzech włoski
walrus;mors
waltz;walc
wan;wybladły
wand;czarodziejska różdżka
wander;wędrować
wane;blednąć
wangle;kombinować
want;chcieć
wanting;nie znajdować się na wysokim poziomie
wanton;bezmyślny
war;wojna
warble;śpiewać
ward;oddział
warden;strażnik
warder;strażnik więzienny
wardrobe;szafa
ware;wyrób
warehouse;magazyn
warfare;wojna
warhead;głowica bojowa
warlike;wojowniczy
warm-blooded;ciepłokrwisty
warm-hearted;dobrze usposobiony
warmonger;podżegacz wojenny
warmth;ciepło
warn;ostrzegać
warning;ostrzeżenie
warp;paczyć się
warpath;ścieżka wojenna
warrant;nakaz
warranty;gwarancja
warren;nora królicza
warrior;wojownik
Warsaw;Warszawa
warship;okręt wojenny
wart;kurzajka
wartime;okres wojny
wary;ostrożny
wash;myć
washable;nadający się do prania
washbasin;umywalka
washed-out;wyblakły
washer;praczka
washing;pranie
Washington;Waszyngton
washing-up;zmywanie
washout;dno
washroom;toaleta
WASP;biały anglosaski protestant
wasp;osa
wastage;marnotrawstwo
waste;marnować
wastebasket;kosz na śmieci
wasted;niepotrzebny
wasteful;marnotrawny
wasteland;pustkowie
watchband;pasek do zegarka
watchdog;pies łańcuchowy
watcher;obserwator
watchful;przezorny
watchmaker;zegarmistrz
watchman;strażnik
watchstrap;pasek do zegarka
watchword;hasło
water;woda
water-borne;przenoszony drogą wodną
watercolour;akwarela
watercress;rzeżucha
waterfall;wodospad
waterfront;wybrzeże
watering can;polewaczka
waterlogged;nasiąknięty wodą
watermelon;arbuz
waterproof;nieprzemakalny
watershed;dział wodny
waterside;wybrzeże
watertight;wodoszczelny
waterway;droga wodna
waterworks;stacja wodociągowa
watery;wodnisty
watt;wat
wave;fala
waveband;zakres fal
wavelength;długość fal
waver;wahać się
wavy;falisty
wax;wosk
waxwork;figura woskowa
waxy;nawoskowany
waylay;zatrzymywać
wayward;kapryśny
WC;WC
We.;środa
we;my
weak;słaby
weaken;osłabiać
weakling;słabeusz
weakness;słabość
wealth;bogactwo
wealthy;majętny
wean;odstawiać od piersi
weapon;broń
wear;nosić
wearing;wyczerpujący
wearisome;wyczerpujący
weary;znużony
weasel;łasica
weather;pogoda
weather-beaten;zahartowany złą pogodą
weathercock;kurek na dachu
weatherman;meteorolog
weaver;tkaczka
web;pajęczyna
webbed;płetwiasty
Wed.;środa
wedding;ślub
wedge;zaklinowywać
Wednesday;środa
wee;tyciuchny
weed;chwast
weedkiller;środek chwastobójczy
weedy;zachwaszczony
week;tydzień
weekday;dzień powszedni
weekend;weekend
weekly;cotygodniowy
weep;płakać
weepy;płaczliwy
weigh;ważyć
weight;waga
weightless;nieważki
weight-lifter;ciężarowiec
weight-lifting;podnoszenie ciężarów
weighty;poważny
weir;jaz
weird;niesamowity
welcome;witać
welcoming;zapraszający
weld;spawać
welder;spawacz
welfare;dobro
well-advised;rozsądny
well-behaved;dobrze wychowany
well-being;dobre samopoczucie
well-earned;ciężko zarobiony
well-founded;uzasadniony
well-heeled;nadziany
wellington;kalosz
well-intentioned;mający dobre intencje
well-kept;dobrze utrzymany
well-known;dobrze znany
well-mannered;o dobrych manierach
well-meaning;życzliwy
well-off;bogaty
well-read;oczytany
well-spoken;poprawnie mówiący
well-timed;na czasie
well-to-do;zamożny
well-wisher;sympatyk
well-worn;wytarty
Welsh;walijski
Welshman;Walijczyk
Welshwoman;Walijka
wench;dziewucha
werewolf;wilkołak
west;zachód
westerly;zachodni
western;zachodni
westerner;człowiek z zachodu
westward;na zachód
wet;mokry
whack;walić
whacked;wypompowany
whale;wieloryb
whaling;wielorybnictwo
wharf;przystań
what;co
whatever;cokolwiek
whatsoever;w ogóle
wheat;pszenica
wheedle;zachęcić kogoś
wheel;koło
wheelbarrow;taczka
wheelchair;wózek inwalidzki
